RRT	Group	Class	Exclude	MF	VOC	Year	3-2378_191101_40_1_c.CDF	4-2379_191101_41_2_h.CDF	5-2381_191101_43_4_hxn.CDF	6-2382_191101_44_5_h.CDF	7-2383_191101_45_6_n.CDF	8-2384_191101_46_7_hxn.CDF	9-2385_191101_47_8_h.CDF	10-2386_191101_48_9_n.CDF	11-2387_191101_49_11_n.CDF	12-2389_191101_51_19_c.CDF	13-2390_191101_52_blank_1.CDF	14-2391_191101_53_1_c.CDF	15-2392_191101_54_2_h.CDF	16-2393_191101_55_3_hxn.CDF	17-2394_191101_56_4_hxn.CDF	18-2395_191101_57_5_h.CDF	19-2396_191101_58_6_n.CDF	20-2397_191101_59_7_hxn.CDF	23-2403_191101_61_9_n.CDF	24-2404_191101_62_11_n.CDF	25-2406_191101_64_19_c.CDF	26-2407_191101_65_blank_1.CDF	27-2408_191101_66_C_1.CDF	28-2409_191101_67_C_2.CDF	29-2410_191101_68_C_3.CDF	30-2411_191101_69_LN_1.CDF	31-2412_191101_70_LN_2.CDF	32-2414_191101_72_blank.CDF	33-2415_191101_73_C_1.CDF	34-2416_191101_74_C_2.CDF	35-2417_191101_75_C_3.CDF	36-2418_191101_76_LN_1.CDF	37-2419_191101_77_LN_2.CDF	38-2420_191101_78_LN_3.CDF	39-2421_191101_79_blank.CDF	44-2500_191104_50_12_c.CDF	45-2502_191104_63_12_c.CDF	46-2503_191104_71_LN_3.CDF	47-2554_191108_60_8_h.CDF	48-2556_191108_42_3_hxn.CDF
1.552	HC	alkane		C13H28	tridecane	2019	0.181298205	0.036161009	0.126645367	0.392545719	0.124657467	0.054919373	0.154528379	0.152392456	0.928668172	0.175246427	0.327958218	0.267337492	0.30250045	0.337900815	3.028644045	1.750865889	2.313695328	0.812889936	1.027334461	4.957306003	2.180517615	1.42121794	0.955016288	0.231760149	0.24218883	0.935777597	0.398461111	0.171017662	0.200107062	1.043400711	0.343178496	0.76690163	0.136548525	0.301025278	0.430961021	0.487307418	1.03070079	0.405067164	2.136149323	0.596368471
1.507	OTHER	nitro	?	C8H7N	indole	2019	0.111373114	0.014943988	0.002799918	0.003598059	6.59386E-05	4.91176E-06	0.004476759	0.000109235	0.002843917	7.06107E-06	0.000189138	0.00011816	2.73769E-05	8.10021E-05	0.000301573	0.000141613	0.006032385	0.003425575	0.077588971	0.018657704	0.005856743	0.023045644	0.035096265	6.51209E-06	0.009338087	0.019202381	0.012281931	3.75886E-06	0.017774594	0.010738457	0	0.00332557	7.43259E-06	0.000255523	0	0.001762553	0.014851847	6.54182E-06	0.000133743	0.024033282
1.588	OTHER	other	Y		other	2019	0.014621534	0.008028412	0.015101502	0.106815542	0.033168643	0.019282699	0.0242597	0.075619082	0.272807662	0.048881958	0.073964508	0.061995893	0.033844747	0.081454146	0.313270943	0.418717696	0.517129402	0.147100202	0.145774535	0.402149297	0.234071485	0.489981003	0.25187837	0.084623023	0.070956939	0.249676079	0.105334661	0.022790437	0.048681972	0.166183261	0.0428696	0.093447924	0.040427894	0.083621361	0.057831802	0.122764598	0.109352208	0.034041282	0.306280819	0.155785958
1.604	OVOC	oBz		C8H6O4	1,2-benzenedicarboxylic acid	2019	0.556529518	0.234771994	0.435676682	0.532819739	0.314790225	0.320371705	0.400464098	0.290513579	0.765590862	0.428485859	0.469908599	0.541290638	0.718427519	1.068595164	0.234781914	0.506120213	0.24747409	0.748517784	0.235485561	0.064366954	0.008690524	0.328896382	0.952965778	0.18104062	0.417285107	0.875588863	0.800315405	0.308514634	0.624744367	0.855088088	0.356481563	0.505552393	0.266875656	0.33216921	0.522053068	0.288352048	0.397127943	0.255322279	0.008861121	0.175083513
1.648	HC	alkane		C14H30	tetradecane	2019	0.144172048	0.053040334	0.087860525	0.180252215	0.126257722	0.107696493	0.155433621	0.273454098	0.343021502	0.198064112	0.358354649	0.19504292	0.154753041	0.285540924	0.634717661	0.419194591	0.417170108	0.268460647	0.391223179	0.411545652	0.381795915	0.334223436	0.476538652	0.20383604	0.230813886	0.471769145	0.297581091	0.120785227	0.223817446	0.513458191	0.395528652	0.235584195	0.18240866	0.197804468	0.209122563	1.338792997	1.338403022	1.023163739	1.676813226	0.535880566
1.7	ST	ST		C15H24	st	2019	0.000709871	0	0	0.000286476	0.000558556	0.000312393	0.001977354	0.006838299	0.03482797	0.003025109	0.005659911	0.003613031	0.001217015	0.004069181	0.008400275	0.022314801	0.033653596	0.023398194	0.002505637	0.023285247	0.004997822	0.024955157	0.0282379	0.000478914	0.005724093	0.021914324	0.018583724	0.00171748	0.025760528	0.025894896	0.015848606	0.000368178	0.00253765	0.00334927	0.002537043	0.002634104	0.001437388	0.000234499	0.019772034	0.045322195
1.792	ST	ST		C15H24	b-caryophyllene	2019	0.000734841	0.000240992	0	0.002271988	0.001833883	0.002003342	0.001606833	0.008867359	0.022993686	0.005009592	0.034191283	0.00696945	0.005845959	0.009938968	0.009116076	0.021502275	0.054052592	0.023618333	0.004765275	0.039866991	0.015328745	0.024882105	0.056230498	0.007587463	0.012306707	0.054547702	0.03550104	0.001940393	0.02139396	0.03930863	0.027187554	0.003067694	0.003291569	0.008445837	0.006490039	0.005321957	0.005941088	0.001047549	0.012608655	0.088437159
1.818	ST	ST		C15H24	st	2019	0.004957524	0	0	0.003971634	0	0.003045223	0.003522478	0.021501145	0.031978551	0.010958087	0.015282355	0.008785839	0.008955805	0.033124555	0.024187144	0.024976679	0.022340659	0.02886866	0.014964191	0.033598949	0.016600463	0.035130269	0.043100233	0.040041608	0.027912478	0.031792913	0.028576213	0.0018664	0.040451948	0.036339225	0.033696557	0.026060713	0.01768141	0.031604432	0.043951462	0.002890815	0.001194512	0.004132381	0.026746506	0.050507282
1.823	ST	ST		C15H24	aromandendrene	2019	0.003037828	0.000617399	6.81569E-06	0.001491837	0.001557866	0.001337517	0.000756641	0.005181556	0.010435125	0.00515817	0.025565512	0.005468489	0.00131692	0.007551006	0.00433872	0.011818184	0.01655633	0.006505766	0.001970085	0.013011422	0.003438101	0.010608676	0.017334628	0.004824996	0.008919719	0.016428159	0.014013835	0.000600384	0.010608003	0.016441305	0.012127959	0.002456408	0.002281221	0.012700104	0.005916455	0.005020305	0.002843463	0.000983201	0	0.011398565
1.835	ST	ST		C15H22	st	2019	0.000803181	0	0	0	9.03999E-05	0	0.001173485	0.002547469	0.004808292	4.64317E-05	0.004300526	0.002009362	0.001534958	0.002278314	0.00408252	0.005289151	0.014651711	0.003251921	0.005316129	0.007717514	0	0.003739567	0.004416005	0.001511967	0.003118016	0.004286633	0.004785932	0.001780845	0	0.013180521	0.00517998	0	0.000966858	0.002296256	0.000936455	0.001949054	0.007092343	0	0.001182741	0.012722587
1.846	ST	ST		C15H24	a-humulene	2019	0.007713548	0.000193576	0.000278024	0.000500484	0.000791667	0.001400713	0.001352731	0.002505455	0.007532316	0.001957215	0.001238758	0	0.001412469	0.000194266	0.002535672	0.025923951	0.020137147	0.003669968	0.008926687	0.085603399	0.006725923	0.005585859	0.02023163	0.002468454	0.004028735	0.008254806	0.009483336	0.001145271	0.007386469	0.008648505	0.005064032	0	0	0.003892434	0.001027991	0.007493083	0.003455051	0.001959627	0	0.123173226
1.779	ST	ST		C15H24	st	2019	0.003592068	4.00407E-05	0.001989442	0.006280921	0.005949019	0.003935552	0.004050313	0.009110711	0.018745807	0.007411686	0.01602557	0.014002324	0.00934473	0.009439188	0.016505879	0.034739427	0.036712704	0.006207165	0.00853364	0.06481335	0.017319624	0.013650083	0.039021095	0.00978562	0.017640464	0.023348624	0.026821034	0.006401138	0.015418606	0.015750079	0.015799804	0.010513252	0.010168225	0.008098436	0.011514141	0.006539216	0.006850815	0.004239654	0	0.060568935
1.78	OTHER	other	Y		other	2019	0.058066054	0.047591963	0.094120448	0.271387694	0.062476388	0.064762184	0.073423041	0.143666999	0.544267473	0.102484607	0.095076003	0.0813434	0.072157948	0.08971526	0.216066211	0.200386635	0.276147498	0.091895088	0.196351836	0.083937422	0.052729499	0.33112499	0.327727651	0.124474832	0.16800584	0.339490687	0.208278515	0.141571681	0.115353228	0.249793154	0.236450001	0.423252378	0.169306175	0.240677632	0.240011457	0.208695823	0.170091127	0.136812444	0.225064104	0.22699716
1.898	ST	ST		C15H24	a-farnesene	2019	0.002344455	0.000434668	0.001902908	0.005675266	0.0064057	0.007522527	0.003654914	0.012928493	0.024830698	0.011147	0.010826311	0.016640206	0.005894433	0.007007091	0	0.055087634	0.053699548	0.031864315	0.010336777	0.101067013	0.021296116	0.033469654	0.057928033	0.013234954	0.018917933	0.026619237	0.023721431	0.005362808	0.020513235	0.023029117	0	0.004080623	0.009534311	0.016497043	0.009922955	0.002912533	0.002199614	0.002344822	0.017571863	0.079920302
1.807	ST	ST		C15H24	st	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.812	OVOC	oBz		C14H22O	2,4-di-tert-butylphenol	2019	0.10954998	0.041342906	0.09792621	0.042492654	0.127311809	0.076936301	0.167485996	0.134371633	0.444313283	0.268373137	0.313214859	0.164973957	0.500450389	0.164501694	0.041415979	0.136318833	0.06139245	0.047601373	0.095042214	0.080845588	0.023099754	0.074167773	0.522390614	0.146650608	0.634865406	0.239359271	1.646998939	0.463077412	0.636964927	0.933154766	0.383030457	1.061845283	0.544940152	0.453649096	0.222196157	0.314523078	0.097516496	0.601953172	0.161550505	0.466923876
1.94	ST	ST		C15H24	a-bisabolene	2019	0	0	0	0	0	0	0	0	0.021890074	0	0.00501281	0	0	0	0	0	0.0102616	0	0	0.079048195	0	0.004083137	0.021899714	0	0	0.001167363	0.004086363	0	0	0.006722207	0.006518144	0	0	0	0.000961125	0	0	0	0	0
1.823	ST	ST		C15H24	st	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156515074	0	0	0	0	0	0	0	0	0	0	0	0
1.832	ST	ST		C15H24	st	2019	0.000163071	0.000283519	0	0.002851952	0.000171653	0.002708037	0.002127031	0.013324716	0.032280001	0.004454684	0.008817205	0.011738866	0.005990481	0.013659212	0.012385108	0.040340739	0.020036406	0.020873129	0.004814137	0.064667228	0.008202146	0.01615967	0.021715238	0.011135869	0.010410831	0.02089355	0.013120716	0.005919158	0.016648625	0.024296094	0.016827212	0.004597452	0.003775965	0.005697098	0.004097172	0.001955196	0.001535146	0.000655614	0.002967636	0
1.844	oST	oST		C15H26O	ost	2019	0	0	0	0.095933274	0	0.052693187	0.032433296	0.235726732	0.465518852	0.129571696	0.135256964	0.249752335	0.070993493	0.169363515	0.160876733	0.319025963	0.305166102	0.237431843	0.172990969	0.381017549	0.22401886	0.244420248	0.14680545	0.307097453	0.17271381	0.248812439	0.243234615	0.135798536	0.285922271	0.242190943	0.347303654	0.176865977	0.225657836	0.205736089	0.324098979	0.093208076	0.022477428	0	0.014731138	0.046849034
1.845	OTHER	sulfo	Y	S6	hexathiane	2019	0	3.35411E-06	0	3.86032E-05	0	3.83529E-05	1.70223E-05	0	0.000366657	4.77663E-05	7.92412E-05	0.00011503	0.000261061	6.08841E-05	0.475829548	0.00115067	1.548043824	0.00096311	0.019868876	0.002075444	2.20998145	0.006973632	0.0005961	0.000348675	0	0	9.82259E-05	0	9.97717E-05	0.000111368	0	0	0	5.22452E-05	9.20605E-05	4.24103E-05	8.24121E-06	1.13806E-05	0.00024363	0.006392677
1.852	ST	ST		C15H24	st	2019	0.000903098	0.000801032	0.003370277	0.011424694	0.019032018	0.006516836	0.009147042	0.018440929	0.047847948	0.007376193	0.014071186	0.019496163	0.008952729	0.008421422	0.035851123	0.044964682	0.034101592	0.036783967	0.012403216	0.081652278	0.027498399	0.024659176	0.053674216	0.011107255	0.019448804	0.02957074	0.022337482	0.00765595	0.016652	0.028212246	0.018343712	0.008034606	0.006268513	0.009470443	0.006436991	0.004508526	0	0	0.005291298	0.102528822
1.856	ST	ST		C15H24	trans-y-bisabolene	2019	27.62171491	6.971251595	14.37727657	17.86557617	7.664911949	8.048494227	13.68010672	10.73965988	44.17690761	14.87223258	16.39376145	15.1815501	43.27604237	62.01282611	8.008515043	33.31802592	7.867880401	29.58925147	12.13938085	3.748558555	0.724967609	16.0447011	54.58143394	6.120974084	19.50948767	59.62425352	72.48666789	19.46461804	35.40278569	61.99569633	23.48831651	34.78322974	18.26117965	17.80869967	31.6998499	4.346223502	4.477513041	2.15728045	0.205181225	18.39591583
1.861	ST	ST		C15H24	trans-a-bisabolene	2019	0.002634987	0.000924959	0.002648497	0	0.000760719	0	0	0	0.006943435	0	0	0	0.000353828	0.0019116	0	0.017996382	0	0	0	0.040924188	0	0	0.001665401	0	0	0	0	0.002800121	0	0	0	0	0	0	0	0	0	0	0	0.035590581
1.986	oST	oST		C15H26O	nerolidol	2019	0.028280532	0.002061886	0.004746022	0.116692443	0.028983892	0.168915113	0.112073758	1.447931335	2.510135818	0.178638936	0.453570159	0.494034001	0.202771298	0.328029478	1.10189124	6.50702745	1.878129935	2.63797797	0.618751633	17.5282544	1.810367026	2.062888037	1.930859369	0.580621995	0.84132438	1.190216384	0.928862486	0.05224906	0.6626571	0.950625397	0.768672093	0.333158878	0.733916645	0.134813341	0.369420961	0.41506203	0.292718827	0.284147158	0.222923407	3.371607597
2.037	OVOC	oBz	Y	C12H14O4	diethyl phthalate	2019	0.19855768	0.134806523	0.059973786	0.112289191	0.133937405	0.076205136	0.132300581	0.169390243	0.426214537	0.334246818	2.196656892	0.253455873	0.290478201	0.335228395	0.693354915	0.509035091	0.45325199	0.283922301	0.751821812	0.100278906	0.016424137	0.158488974	0.467392725	0.449201413	0.163748706	0.981092764	0.254988842	0.119216476	0.366151193	0.94678021	0.700860229	0.34300119	0.209356355	0.216099419	0.285284269	13.90630608	6.001201472	4.248610519	3.68621951	1.849204004
2.25	OVOC	ovoc	?		ovoc	2019	0.635645819	0.533656475	1.395247206	1.829608869	1.632819164	2.799759008	3.475957967	16.3558731	11.24422392	3.697012494	5.022413618	3.788259484	2.536802849	2.573815545	18.98919633	16.13425917	13.68174723	11.61411152	5.035553213	26.58043081	10.17807939	9.609928999	6.932133868	7.641792446	8.272398808	8.583883037	9.256027709	1.822812296	3.825605853	5.306111258	2.322026879	4.118649387	3.133363017	3.965934809	2.314041746	5.314015402	4.153180387	3.645886602	8.858151385	33.38506276
2.281	OTHER	nitro	?	C10H15NO2S	n-butyl-benzenesulfonamide	2019	0.454962212	0.166628459	0.390801474	0.498127071	0.514053224	0.379148253	0.464629383	0.55865823	0.645081692	0.713085784	1.022222876	0.578125458	0.644243034	0.870521306	1.073806214	0.789908807	0.920919325	0.756431993	0.513330069	0.420252273	0.566762779	0.783309713	1.773491192	0.352585042	0.689665684	1.825666829	1.474732298	0.592202223	2.192280535	1.44856429	1.251377349	1.044008938	0.564790145	0.620561054	0.987624532	0.402425773	0.100918835	0.116396736	0.119805771	1.390943611
2.298	OTHER	other	Y		other	2019	0.592986614	0.526491688	0.711615007	0.75372697	0.57686313	0.720913427	0.542040897	0.503696407	1.18187131	0.982005073	0.799181866	1.264455789	0.748072749	0.872329423	1.221844535	1.507387699	2.109537937	1.004297935	1.787166148	0.616468913	0.453456975	1.306794244	1.906501181	0.982449032	0.969100746	1.992461145	1.569585465	0.933161756	2.115143685	1.219300368	1.434050839	1.002148698	0.883639995	1.284806435	1.830562197	1.727485909	1.304410565	1.160315657	1.148833556	3.34203297
2.159	OVOC	oBz	?	C14H14O2	1,2-diphenoxyethane	2019	0.967362878	0.623758919	0.743829231	0.860891371	1.030366434	1.593605859	2.820097126	7.481226046	2.40906374	1.608782207	4.275408786	0.948843913	1.641400482	1.414533762	1.54424807	0.36092324	0.275701685	0.365948779	4.58870174	0.683476359	0.155594266	0.200280115	1.100571128	0.592549886	2.253228765	3.785191576	2.607896842	0.395531399	1.226381407	2.31799802	0.789929417	4.857144995	1.571230735	0.97765742	0.897413738	0.606005063	0.162899602	0.502560008	0	1.112557883
2.36	HC	alkane	?		alkane	2019	0.164227287	0.090962239	0.313525538	0.19345869	0.489509545	0.505085556	1.186893047	2.80756882	0.446419904	0.371298908	1.339644198	0.432398397	0.268551886	0.3376136	5.02312025	0.681741383	1.764775526	0.619181382	3.526801891	1.24378174	0.987570895	0.739363469	0.514343554	0.686490462	0.967270392	1.084358554	1.381926829	0.248758083	0.41765824	0.746653948	0.341854708	1.177763315	0.128927781	0.846275244	0.346717819	0.506517729	0.278710131	0.283547656	0.379251955	0.932799778
